rep_id,k,signal_mode,beta,n_cluster_rows,n_signal_clusters,shbeta_total,shbeta_weighted_within,shbeta_between,hric_ss_between,hric_ss_within,hric_ss_total,hric_manova_F,hric_r2_between,shbeta_abs_diff
33,12,Abundance,0,12,12,0.372136530485828,0.368550787775013,0.00358574271081486,0.839928929513559,86.3298049002792,87.1697338297927,0.953654108004347,0.00963527009790199,0.0223160481551535
34,12,Abundance,0,12,12,0.367500233253298,0.363830473737558,0.00366975951574078,0.85960913267195,85.224112541346,86.083721674018,0.987409071863027,0.00997061628632864,0.0132293669688474
35,12,Abundance,0,12,12,0.370710887551786,0.367241211555093,0.00346967599669336,0.812741314894642,86.0230481022533,86.8357894171479,0.927558661964562,0.0093734734710222,0.0142394129389309
36,12,Abundance,0,12,12,0.372642337745577,0.368855195009539,0.00378714273603821,0.887105127370608,86.4011096377496,87.2882147651202,1.00595992415824,0.0101530411975106,0.0107529534934619
37,12,Abundance,0,12,12,0.368316579553423,0.364703292404579,0.00361328714884413,0.846380973682304,85.4285626951286,86.2749436688109,0.971861362216701,0.00981718686925847,0.00912016361036799
38,12,Abundance,0,12,12,0.364449655084074,0.360807860308462,0.00364179477561135,0.853058636405114,84.5160917304339,85.369150366839,0.989641883689164,0.00999145791624518,0.0172897890700143
39,12,Abundance,0,12,12,0.373293561773998,0.369202439721256,0.00409112205274262,0.958309628826807,86.4824486803172,87.440758309144,1.08805622231654,0.0109702388101799,0.0200668035027062
40,12,Abundance,0,12,12,0.366114956830532,0.362432241249663,0.00368271558086869,0.862643977832696,84.8965887864414,85.7592327642741,0.996974974733921,0.010066061413931,0.0149913753490719
41,12,Abundance,0,12,12,0.370502823546827,0.366956998451187,0.00354582509563998,0.830578576605786,85.9564736636028,86.7870522402086,0.948243218769807,0.00957758092054919,0.0125254658830217
42,12,Abundance,0,12,12,0.36933091872125,0.365483125819121,0.00384779290212812,0.901311899352616,85.6112318652004,86.512543764553,1.03546492517157,0.0104434907765873,0.017718880915134
43,12,Abundance,0,12,12,0.371894228698019,0.367956291252252,0.00393793744576721,0.922427471814614,86.1905492792731,87.1129767510876,1.04742592940906,0.0105637650683965,0.0188434129676328
44,12,Abundance,0,12,12,0.367835004807934,0.364041598468652,0.00379340633928264,0.888572321754656,85.2735666666648,86.1621389884195,1.02223045798374,0.0103196074115392,0.0186946118512607
