"k","signal_mode","beta","signal_cluster","cluster_n_otus_template","method","power","n_nonmissing"
6,"both",0.55,2,103,"aitchison_pc0.1",0.81,100
6,"both",0.55,2,103,"aitchison_pc1",0.9,100
6,"both",0.55,2,103,"bray",0.8,100
6,"both",0.55,2,103,"euclidean",0.41,100
6,"both",0.55,2,103,"jaccard",0.56,100
6,"both",0.6,2,103,"AHC_euclidean",0.96,100
6,"both",0.6,2,103,"ILR_euclidean_pc0.01",0.89,100
6,"both",0.6,2,103,"ILR_euclidean_pc0.1",0.93,100
6,"both",0.6,2,103,"ILR_euclidean_pc0.5",0.94,100
6,"both",0.6,2,103,"ILR_euclidean_pc1",0.95,100
6,"both",0.6,2,103,"aitchison",0.94,100
6,"both",0.6,2,103,"aitchison_pc0.01",0.89,100
6,"both",0.6,2,103,"aitchison_pc0.1",0.92,100
6,"both",0.6,2,103,"aitchison_pc1",0.95,100
6,"both",0.6,2,103,"bray",0.89,100
6,"both",0.6,2,103,"euclidean",0.57,100
6,"both",0.6,2,103,"jaccard",0.71,100
6,"both",0.65,2,103,"AHC_euclidean",0.97,100
6,"both",0.65,2,103,"ILR_euclidean_pc0.01",0.96,100
6,"both",0.65,2,103,"ILR_euclidean_pc0.1",0.97,100
6,"both",0.65,2,103,"ILR_euclidean_pc0.5",0.99,100
6,"both",0.65,2,103,"ILR_euclidean_pc1",0.99,100
6,"both",0.65,2,103,"aitchison",0.98,100
6,"both",0.65,2,103,"aitchison_pc0.01",0.96,100
6,"both",0.65,2,103,"aitchison_pc0.1",0.98,100
6,"both",0.65,2,103,"aitchison_pc1",0.99,100
6,"both",0.65,2,103,"bray",0.94,100
6,"both",0.65,2,103,"euclidean",0.5,100
6,"both",0.65,2,103,"jaccard",0.83,100
6,"both",0.7,2,103,"AHC_euclidean",1,100
6,"both",0.7,2,103,"ILR_euclidean_pc0.01",0.99,100
6,"both",0.7,2,103,"ILR_euclidean_pc0.1",0.99,100
6,"both",0.7,2,103,"ILR_euclidean_pc0.5",0.99,100
6,"both",0.7,2,103,"ILR_euclidean_pc1",1,100
6,"both",0.7,2,103,"aitchison",1,100
6,"both",0.7,2,103,"aitchison_pc0.01",0.99,100
6,"both",0.7,2,103,"aitchison_pc0.1",0.99,100
6,"both",0.7,2,103,"aitchison_pc1",1,100
6,"both",0.7,2,103,"bray",1,100
6,"both",0.7,2,103,"euclidean",0.69,100
6,"both",0.7,2,103,"jaccard",0.95,100
6,"both",0.75,2,103,"AHC_euclidean",1,100
6,"both",0.75,2,103,"ILR_euclidean_pc0.01",1,100
6,"both",0.75,2,103,"ILR_euclidean_pc0.1",1,100
6,"both",0.75,2,103,"ILR_euclidean_pc0.5",1,100
6,"both",0.75,2,103,"ILR_euclidean_pc1",1,100
6,"both",0.75,2,103,"aitchison",1,100
6,"both",0.75,2,103,"aitchison_pc0.01",1,100
6,"both",0.75,2,103,"aitchison_pc0.1",1,100
6,"both",0.75,2,103,"aitchison_pc1",1,100
6,"both",0.75,2,103,"bray",1,100
6,"both",0.75,2,103,"euclidean",0.71,100
6,"both",0.75,2,103,"jaccard",0.98,100
6,"both",0.8,2,103,"AHC_euclidean",1,100
6,"both",0.8,2,103,"ILR_euclidean_pc0.01",1,100
6,"both",0.8,2,103,"ILR_euclidean_pc0.1",1,100
6,"both",0.8,2,103,"ILR_euclidean_pc0.5",1,100
6,"both",0.8,2,103,"ILR_euclidean_pc1",1,100
6,"both",0.8,2,103,"aitchison",1,100
6,"both",0.8,2,103,"aitchison_pc0.01",1,100
6,"both",0.8,2,103,"aitchison_pc0.1",1,100
6,"both",0.8,2,103,"aitchison_pc1",1,100
6,"both",0.8,2,103,"bray",1,100
6,"both",0.8,2,103,"euclidean",0.81,100
6,"both",0.8,2,103,"jaccard",1,100
6,"both",0.85,2,103,"AHC_euclidean",1,100
6,"both",0.85,2,103,"ILR_euclidean_pc0.01",1,100
6,"both",0.85,2,103,"ILR_euclidean_pc0.1",1,100
6,"both",0.85,2,103,"ILR_euclidean_pc0.5",1,100
6,"both",0.85,2,103,"ILR_euclidean_pc1",1,100
6,"both",0.85,2,103,"aitchison",1,100
6,"both",0.85,2,103,"aitchison_pc0.01",1,100
6,"both",0.85,2,103,"aitchison_pc0.1",1,100
6,"both",0.85,2,103,"aitchison_pc1",1,100
6,"both",0.85,2,103,"bray",1,100
6,"both",0.85,2,103,"euclidean",0.79,100
6,"both",0.85,2,103,"jaccard",1,100
6,"both",0.9,2,103,"AHC_euclidean",1,100
6,"both",0.9,2,103,"ILR_euclidean_pc0.01",1,100
6,"both",0.9,2,103,"ILR_euclidean_pc0.1",1,100
6,"both",0.9,2,103,"ILR_euclidean_pc0.5",1,100
6,"both",0.9,2,103,"ILR_euclidean_pc1",1,100
6,"both",0.9,2,103,"aitchison",1,100
6,"both",0.9,2,103,"aitchison_pc0.01",1,100
6,"both",0.9,2,103,"aitchison_pc0.1",1,100
6,"both",0.9,2,103,"aitchison_pc1",1,100
6,"both",0.9,2,103,"bray",1,100
6,"both",0.9,2,103,"euclidean",0.83,100
6,"both",0.9,2,103,"jaccard",1,100
6,"both",0.95,2,103,"AHC_euclidean",1,100
6,"both",0.95,2,103,"ILR_euclidean_pc0.01",1,100
6,"both",0.95,2,103,"ILR_euclidean_pc0.1",1,100
6,"both",0.95,2,103,"ILR_euclidean_pc0.5",1,100
6,"both",0.95,2,103,"ILR_euclidean_pc1",1,100
6,"both",0.95,2,103,"aitchison",1,100
6,"both",0.95,2,103,"aitchison_pc0.01",1,100
6,"both",0.95,2,103,"aitchison_pc0.1",1,100
6,"both",0.95,2,103,"aitchison_pc1",1,100
6,"both",0.95,2,103,"bray",1,100
6,"both",0.95,2,103,"euclidean",0.93,100
6,"both",0.95,2,103,"jaccard",1,100
6,"both",1,2,103,"AHC_euclidean",1,100
6,"both",1,2,103,"ILR_euclidean_pc0.01",1,100
6,"both",1,2,103,"ILR_euclidean_pc0.1",1,100
6,"both",1,2,103,"ILR_euclidean_pc0.5",1,100
6,"both",1,2,103,"ILR_euclidean_pc1",1,100
6,"both",1,2,103,"aitchison",1,100
6,"both",1,2,103,"aitchison_pc0.01",1,100
6,"both",1,2,103,"aitchison_pc0.1",1,100
6,"both",1,2,103,"aitchison_pc1",1,100
6,"both",1,2,103,"bray",1,100
6,"both",1,2,103,"euclidean",0.94,100
6,"both",1,2,103,"jaccard",1,100
6,"prevalence",0.05,2,103,"AHC_euclidean",0.04,100
6,"prevalence",0.05,2,103,"ILR_euclidean_pc0.01",0.08,100
6,"prevalence",0.05,2,103,"ILR_euclidean_pc0.1",0.09,100
6,"prevalence",0.05,2,103,"ILR_euclidean_pc0.5",0.09,100
6,"prevalence",0.05,2,103,"ILR_euclidean_pc1",0.1,100
6,"prevalence",0.05,2,103,"aitchison",0.08,100
6,"prevalence",0.05,2,103,"aitchison_pc0.01",0.1,100
6,"prevalence",0.05,2,103,"aitchison_pc0.1",0.09,100
6,"prevalence",0.05,2,103,"aitchison_pc1",0.1,100
6,"prevalence",0.05,2,103,"bray",0.04,100
6,"prevalence",0.05,2,103,"euclidean",0.05,100
6,"prevalence",0.05,2,103,"jaccard",0.09,100
6,"prevalence",0.1,2,103,"AHC_euclidean",0.06,100
6,"prevalence",0.1,2,103,"ILR_euclidean_pc0.01",0.09,100
6,"prevalence",0.1,2,103,"ILR_euclidean_pc0.1",0.09,100
6,"prevalence",0.1,2,103,"ILR_euclidean_pc0.5",0.08,100
6,"prevalence",0.1,2,103,"ILR_euclidean_pc1",0.07,100
6,"prevalence",0.1,2,103,"aitchison",0.09,100
6,"prevalence",0.1,2,103,"aitchison_pc0.01",0.1,100
6,"prevalence",0.1,2,103,"aitchison_pc0.1",0.08,100
6,"prevalence",0.1,2,103,"aitchison_pc1",0.09,100
6,"prevalence",0.1,2,103,"bray",0.05,100
6,"prevalence",0.1,2,103,"euclidean",0.04,100
6,"prevalence",0.1,2,103,"jaccard",0.09,100
6,"prevalence",0.15,2,103,"AHC_euclidean",0.03,100
6,"prevalence",0.15,2,103,"ILR_euclidean_pc0.01",0.08,100
6,"prevalence",0.15,2,103,"ILR_euclidean_pc0.1",0.08,100
6,"prevalence",0.15,2,103,"ILR_euclidean_pc0.5",0.08,100
6,"prevalence",0.15,2,103,"ILR_euclidean_pc1",0.07,100
6,"prevalence",0.15,2,103,"aitchison",0.08,100
6,"prevalence",0.15,2,103,"aitchison_pc0.01",0.07,100
6,"prevalence",0.15,2,103,"aitchison_pc0.1",0.08,100
6,"prevalence",0.15,2,103,"aitchison_pc1",0.07,100
6,"prevalence",0.15,2,103,"bray",0.03,100
6,"prevalence",0.15,2,103,"euclidean",0.06,100
6,"prevalence",0.15,2,103,"jaccard",0.07,100
6,"prevalence",0.2,2,103,"AHC_euclidean",0.05,100
6,"prevalence",0.2,2,103,"ILR_euclidean_pc0.01",0.06,100
6,"prevalence",0.2,2,103,"ILR_euclidean_pc0.1",0.05,100
6,"prevalence",0.2,2,103,"ILR_euclidean_pc0.5",0.06,100
6,"prevalence",0.2,2,103,"ILR_euclidean_pc1",0.06,100
6,"prevalence",0.2,2,103,"aitchison",0.05,100
6,"prevalence",0.2,2,103,"aitchison_pc0.01",0.05,100
6,"prevalence",0.2,2,103,"aitchison_pc0.1",0.05,100
6,"prevalence",0.2,2,103,"aitchison_pc1",0.05,100
6,"prevalence",0.2,2,103,"bray",0.05,100
6,"prevalence",0.2,2,103,"euclidean",0.01,100
6,"prevalence",0.2,2,103,"jaccard",0.05,100
6,"prevalence",0.25,2,103,"AHC_euclidean",0.08,100
6,"prevalence",0.25,2,103,"ILR_euclidean_pc0.01",0.08,100
6,"prevalence",0.25,2,103,"ILR_euclidean_pc0.1",0.1,100
6,"prevalence",0.25,2,103,"ILR_euclidean_pc0.5",0.09,100
6,"prevalence",0.25,2,103,"ILR_euclidean_pc1",0.09,100
6,"prevalence",0.25,2,103,"aitchison",0.09,100
6,"prevalence",0.25,2,103,"aitchison_pc0.01",0.1,100
6,"prevalence",0.25,2,103,"aitchison_pc0.1",0.09,100
6,"prevalence",0.25,2,103,"aitchison_pc1",0.08,100
6,"prevalence",0.25,2,103,"bray",0.09,100
6,"prevalence",0.25,2,103,"euclidean",0.1,100
6,"prevalence",0.25,2,103,"jaccard",0.07,100
6,"prevalence",0.3,2,103,"AHC_euclidean",0.04,100
6,"prevalence",0.3,2,103,"ILR_euclidean_pc0.01",0.14,100
6,"prevalence",0.3,2,103,"ILR_euclidean_pc0.1",0.13,100
6,"prevalence",0.3,2,103,"ILR_euclidean_pc0.5",0.14,100
6,"prevalence",0.3,2,103,"ILR_euclidean_pc1",0.16,100
6,"prevalence",0.3,2,103,"aitchison",0.14,100
6,"prevalence",0.3,2,103,"aitchison_pc0.01",0.14,100
6,"prevalence",0.3,2,103,"aitchison_pc0.1",0.13,100
6,"prevalence",0.3,2,103,"aitchison_pc1",0.15,100
6,"prevalence",0.3,2,103,"bray",0.05,100
6,"prevalence",0.3,2,103,"euclidean",0,100
6,"prevalence",0.3,2,103,"jaccard",0.18,100
6,"prevalence",0.35,2,103,"AHC_euclidean",0.11,100
6,"prevalence",0.35,2,103,"ILR_euclidean_pc0.01",0.18,100
6,"prevalence",0.35,2,103,"ILR_euclidean_pc0.1",0.16,100
6,"prevalence",0.35,2,103,"ILR_euclidean_pc0.5",0.18,100
6,"prevalence",0.35,2,103,"ILR_euclidean_pc1",0.19,100
6,"prevalence",0.35,2,103,"aitchison",0.17,100
6,"prevalence",0.35,2,103,"aitchison_pc0.01",0.19,100
6,"prevalence",0.35,2,103,"aitchison_pc0.1",0.18,100
6,"prevalence",0.35,2,103,"aitchison_pc1",0.18,100
6,"prevalence",0.35,2,103,"bray",0.05,100
6,"prevalence",0.35,2,103,"euclidean",0.07,100
6,"prevalence",0.35,2,103,"jaccard",0.17,100
6,"prevalence",0.4,2,103,"AHC_euclidean",0.08,100
6,"prevalence",0.4,2,103,"ILR_euclidean_pc0.01",0.22,100
6,"prevalence",0.4,2,103,"ILR_euclidean_pc0.1",0.2,100
6,"prevalence",0.4,2,103,"ILR_euclidean_pc0.5",0.21,100
6,"prevalence",0.4,2,103,"ILR_euclidean_pc1",0.19,100
6,"prevalence",0.4,2,103,"aitchison",0.21,100
6,"prevalence",0.4,2,103,"aitchison_pc0.01",0.18,100
6,"prevalence",0.4,2,103,"aitchison_pc0.1",0.19,100
6,"prevalence",0.4,2,103,"aitchison_pc1",0.19,100
6,"prevalence",0.4,2,103,"bray",0.06,100
6,"prevalence",0.4,2,103,"euclidean",0.07,100
6,"prevalence",0.4,2,103,"jaccard",0.23,100
6,"prevalence",0.45,2,103,"AHC_euclidean",0.08,100
6,"prevalence",0.45,2,103,"ILR_euclidean_pc0.01",0.34,100
6,"prevalence",0.45,2,103,"ILR_euclidean_pc0.1",0.3,100
6,"prevalence",0.45,2,103,"ILR_euclidean_pc0.5",0.29,100
6,"prevalence",0.45,2,103,"ILR_euclidean_pc1",0.27,100
6,"prevalence",0.45,2,103,"aitchison",0.29,100
6,"prevalence",0.45,2,103,"aitchison_pc0.01",0.3,100
6,"prevalence",0.45,2,103,"aitchison_pc0.1",0.31,100
6,"prevalence",0.45,2,103,"aitchison_pc1",0.26,100
6,"prevalence",0.45,2,103,"bray",0.04,100
6,"prevalence",0.45,2,103,"euclidean",0.06,100
6,"prevalence",0.45,2,103,"jaccard",0.37,100
6,"prevalence",0.5,2,103,"AHC_euclidean",0.11,100
6,"prevalence",0.5,2,103,"ILR_euclidean_pc0.01",0.46,100
6,"prevalence",0.5,2,103,"ILR_euclidean_pc0.1",0.45,100
6,"prevalence",0.5,2,103,"ILR_euclidean_pc0.5",0.41,100
6,"prevalence",0.5,2,103,"ILR_euclidean_pc1",0.39,100
6,"prevalence",0.5,2,103,"aitchison",0.39,100
6,"prevalence",0.5,2,103,"aitchison_pc0.01",0.48,100
6,"prevalence",0.5,2,103,"aitchison_pc0.1",0.41,100
6,"prevalence",0.5,2,103,"aitchison_pc1",0.38,100
6,"prevalence",0.5,2,103,"bray",0.06,100
6,"prevalence",0.5,2,103,"euclidean",0.04,100
6,"prevalence",0.5,2,103,"jaccard",0.51,100
6,"prevalence",0.55,2,103,"AHC_euclidean",0.11,100
6,"prevalence",0.55,2,103,"ILR_euclidean_pc0.01",0.52,100
6,"prevalence",0.55,2,103,"ILR_euclidean_pc0.1",0.51,100
6,"prevalence",0.55,2,103,"ILR_euclidean_pc0.5",0.45,100
6,"prevalence",0.55,2,103,"ILR_euclidean_pc1",0.43,100
6,"prevalence",0.55,2,103,"aitchison",0.45,100
6,"prevalence",0.55,2,103,"aitchison_pc0.01",0.5,100
6,"prevalence",0.55,2,103,"aitchison_pc0.1",0.48,100
6,"prevalence",0.55,2,103,"aitchison_pc1",0.42,100
6,"prevalence",0.55,2,103,"bray",0.08,100
6,"prevalence",0.55,2,103,"euclidean",0.02,100
6,"prevalence",0.55,2,103,"jaccard",0.54,100
6,"prevalence",0.6,2,103,"AHC_euclidean",0.09,100
6,"prevalence",0.6,2,103,"ILR_euclidean_pc0.01",0.7,100
6,"prevalence",0.6,2,103,"ILR_euclidean_pc0.1",0.58,100
6,"prevalence",0.6,2,103,"ILR_euclidean_pc0.5",0.57,100
6,"prevalence",0.6,2,103,"ILR_euclidean_pc1",0.56,100
6,"prevalence",0.6,2,103,"aitchison",0.56,100
6,"prevalence",0.6,2,103,"aitchison_pc0.01",0.65,100
6,"prevalence",0.6,2,103,"aitchison_pc0.1",0.61,100
6,"prevalence",0.6,2,103,"aitchison_pc1",0.51,100
6,"prevalence",0.6,2,103,"bray",0.1,100
6,"prevalence",0.6,2,103,"euclidean",0.07,100
6,"prevalence",0.6,2,103,"jaccard",0.71,100
6,"prevalence",0.65,2,103,"AHC_euclidean",0.11,100
6,"prevalence",0.65,2,103,"ILR_euclidean_pc0.01",0.76,100
6,"prevalence",0.65,2,103,"ILR_euclidean_pc0.1",0.76,100
6,"prevalence",0.65,2,103,"ILR_euclidean_pc0.5",0.67,100
6,"prevalence",0.65,2,103,"ILR_euclidean_pc1",0.67,100
6,"prevalence",0.65,2,103,"aitchison",0.68,100
6,"prevalence",0.65,2,103,"aitchison_pc0.01",0.78,100
6,"prevalence",0.65,2,103,"aitchison_pc0.1",0.73,100
6,"prevalence",0.65,2,103,"aitchison_pc1",0.67,100
6,"prevalence",0.65,2,103,"bray",0.1,100
6,"prevalence",0.65,2,103,"euclidean",0.04,100
6,"prevalence",0.65,2,103,"jaccard",0.85,100
6,"prevalence",0.7,2,103,"AHC_euclidean",0.16,100
6,"prevalence",0.7,2,103,"ILR_euclidean_pc0.01",0.95,100
6,"prevalence",0.7,2,103,"ILR_euclidean_pc0.1",0.93,100
6,"prevalence",0.7,2,103,"ILR_euclidean_pc0.5",0.89,100
6,"prevalence",0.7,2,103,"ILR_euclidean_pc1",0.88,100
6,"prevalence",0.7,2,103,"aitchison",0.91,100
6,"prevalence",0.7,2,103,"aitchison_pc0.01",0.94,100
6,"prevalence",0.7,2,103,"aitchison_pc0.1",0.95,100
6,"prevalence",0.7,2,103,"aitchison_pc1",0.9,100
6,"prevalence",0.7,2,103,"bray",0.12,100
6,"prevalence",0.7,2,103,"euclidean",0.06,100
6,"prevalence",0.7,2,103,"jaccard",0.96,100
6,"prevalence",0.75,2,103,"AHC_euclidean",0.27,100
6,"prevalence",0.75,2,103,"ILR_euclidean_pc0.01",0.94,100
6,"prevalence",0.75,2,103,"ILR_euclidean_pc0.1",0.93,100
6,"prevalence",0.75,2,103,"ILR_euclidean_pc0.5",0.91,100
6,"prevalence",0.75,2,103,"ILR_euclidean_pc1",0.91,100
6,"prevalence",0.75,2,103,"aitchison",0.91,100
6,"prevalence",0.75,2,103,"aitchison_pc0.01",0.94,100
6,"prevalence",0.75,2,103,"aitchison_pc0.1",0.93,100
6,"prevalence",0.75,2,103,"aitchison_pc1",0.9,100
6,"prevalence",0.75,2,103,"bray",0.17,100
6,"prevalence",0.75,2,103,"euclidean",0.09,100
6,"prevalence",0.75,2,103,"jaccard",0.98,100
6,"prevalence",0.8,2,103,"AHC_euclidean",0.2,100
6,"prevalence",0.8,2,103,"ILR_euclidean_pc0.01",0.95,100
6,"prevalence",0.8,2,103,"ILR_euclidean_pc0.1",0.93,100
6,"prevalence",0.8,2,103,"ILR_euclidean_pc0.5",0.91,100
6,"prevalence",0.8,2,103,"ILR_euclidean_pc1",0.9,100
6,"prevalence",0.8,2,103,"aitchison",0.91,100
6,"prevalence",0.8,2,103,"aitchison_pc0.01",0.96,100
6,"prevalence",0.8,2,103,"aitchison_pc0.1",0.95,100
6,"prevalence",0.8,2,103,"aitchison_pc1",0.91,100
6,"prevalence",0.8,2,103,"bray",0.12,100
6,"prevalence",0.8,2,103,"euclidean",0.03,100
6,"prevalence",0.8,2,103,"jaccard",0.99,100
6,"prevalence",0.85,2,103,"AHC_euclidean",0.27,100
6,"prevalence",0.85,2,103,"ILR_euclidean_pc0.01",0.99,100
6,"prevalence",0.85,2,103,"ILR_euclidean_pc0.1",0.99,100
6,"prevalence",0.85,2,103,"ILR_euclidean_pc0.5",0.99,100
6,"prevalence",0.85,2,103,"ILR_euclidean_pc1",0.98,100
6,"prevalence",0.85,2,103,"aitchison",0.99,100
6,"prevalence",0.85,2,103,"aitchison_pc0.01",0.99,100
6,"prevalence",0.85,2,103,"aitchison_pc0.1",0.99,100
6,"prevalence",0.85,2,103,"aitchison_pc1",0.98,100
6,"prevalence",0.85,2,103,"bray",0.16,100
6,"prevalence",0.85,2,103,"euclidean",0.08,100
6,"prevalence",0.85,2,103,"jaccard",1,100
6,"prevalence",0.9,2,103,"AHC_euclidean",0.31,100
6,"prevalence",0.9,2,103,"ILR_euclidean_pc0.01",1,100
6,"prevalence",0.9,2,103,"ILR_euclidean_pc0.1",0.99,100
6,"prevalence",0.9,2,103,"ILR_euclidean_pc0.5",0.97,100
6,"prevalence",0.9,2,103,"ILR_euclidean_pc1",0.96,100
6,"prevalence",0.9,2,103,"aitchison",0.97,100
6,"prevalence",0.9,2,103,"aitchison_pc0.01",0.99,100
6,"prevalence",0.9,2,103,"aitchison_pc0.1",0.98,100
6,"prevalence",0.9,2,103,"aitchison_pc1",0.97,100
6,"prevalence",0.9,2,103,"bray",0.21,100
6,"prevalence",0.9,2,103,"euclidean",0.05,100
6,"prevalence",0.9,2,103,"jaccard",1,100
6,"prevalence",0.95,2,103,"AHC_euclidean",0.26,100
6,"prevalence",0.95,2,103,"ILR_euclidean_pc0.01",1,100
6,"prevalence",0.95,2,103,"ILR_euclidean_pc0.1",1,100
6,"prevalence",0.95,2,103,"ILR_euclidean_pc0.5",1,100
6,"prevalence",0.95,2,103,"ILR_euclidean_pc1",1,100
6,"prevalence",0.95,2,103,"aitchison",1,100
6,"prevalence",0.95,2,103,"aitchison_pc0.01",1,100
6,"prevalence",0.95,2,103,"aitchison_pc0.1",1,100
6,"prevalence",0.95,2,103,"aitchison_pc1",1,100
6,"prevalence",0.95,2,103,"bray",0.16,100
6,"prevalence",0.95,2,103,"euclidean",0.05,100
6,"prevalence",0.95,2,103,"jaccard",1,100
6,"prevalence",1,2,103,"AHC_euclidean",0.42,100
6,"prevalence",1,2,103,"ILR_euclidean_pc0.01",1,100
6,"prevalence",1,2,103,"ILR_euclidean_pc0.1",1,100
6,"prevalence",1,2,103,"ILR_euclidean_pc0.5",1,100
6,"prevalence",1,2,103,"ILR_euclidean_pc1",1,100
6,"prevalence",1,2,103,"aitchison",1,100
6,"prevalence",1,2,103,"aitchison_pc0.01",1,100
6,"prevalence",1,2,103,"aitchison_pc0.1",1,100
6,"prevalence",1,2,103,"aitchison_pc1",1,100
6,"prevalence",1,2,103,"bray",0.26,100
6,"prevalence",1,2,103,"euclidean",0.1,100
6,"prevalence",1,2,103,"jaccard",1,100
8,"abundance",0.05,2,77,"AHC_euclidean",0.08,100
8,"abundance",0.05,2,77,"ILR_euclidean_pc0.01",0.05,100
8,"abundance",0.05,2,77,"ILR_euclidean_pc0.1",0.06,100
8,"abundance",0.05,2,77,"ILR_euclidean_pc0.5",0.03,100
8,"abundance",0.05,2,77,"ILR_euclidean_pc1",0.05,100
8,"abundance",0.05,2,77,"aitchison",0.04,100
8,"abundance",0.05,2,77,"aitchison_pc0.01",0.05,100
8,"abundance",0.05,2,77,"aitchison_pc0.1",0.06,100
8,"abundance",0.05,2,77,"aitchison_pc1",0.05,100
8,"abundance",0.05,2,77,"bray",0.08,100
8,"abundance",0.05,2,77,"euclidean",0.05,100
8,"abundance",0.05,2,77,"jaccard",0.08,100
8,"abundance",0.1,2,77,"AHC_euclidean",0.07,100
8,"abundance",0.1,2,77,"ILR_euclidean_pc0.01",0.04,100
8,"abundance",0.1,2,77,"ILR_euclidean_pc0.1",0.04,100
8,"abundance",0.1,2,77,"ILR_euclidean_pc0.5",0.04,100
8,"abundance",0.1,2,77,"ILR_euclidean_pc1",0.04,100
8,"abundance",0.1,2,77,"aitchison",0.04,100
8,"abundance",0.1,2,77,"aitchison_pc0.01",0.04,100
8,"abundance",0.1,2,77,"aitchison_pc0.1",0.04,100
8,"abundance",0.1,2,77,"aitchison_pc1",0.04,100
8,"abundance",0.1,2,77,"bray",0.11,100
8,"abundance",0.1,2,77,"euclidean",0.1,100
8,"abundance",0.1,2,77,"jaccard",0.06,100
8,"abundance",0.15,2,77,"AHC_euclidean",0.05,100
8,"abundance",0.15,2,77,"ILR_euclidean_pc0.01",0.03,100
8,"abundance",0.15,2,77,"ILR_euclidean_pc0.1",0.03,100
8,"abundance",0.15,2,77,"ILR_euclidean_pc0.5",0.02,100
8,"abundance",0.15,2,77,"ILR_euclidean_pc1",0.03,100
8,"abundance",0.15,2,77,"aitchison",0.02,100
8,"abundance",0.15,2,77,"aitchison_pc0.01",0.04,100
8,"abundance",0.15,2,77,"aitchison_pc0.1",0.04,100
8,"abundance",0.15,2,77,"aitchison_pc1",0.03,100
8,"abundance",0.15,2,77,"bray",0.07,100
8,"abundance",0.15,2,77,"euclidean",0.05,100
8,"abundance",0.15,2,77,"jaccard",0.03,100
8,"abundance",0.2,2,77,"AHC_euclidean",0.05,100
8,"abundance",0.2,2,77,"ILR_euclidean_pc0.01",0.08,100
8,"abundance",0.2,2,77,"ILR_euclidean_pc0.1",0.07,100
8,"abundance",0.2,2,77,"ILR_euclidean_pc0.5",0.08,100
8,"abundance",0.2,2,77,"ILR_euclidean_pc1",0.07,100
8,"abundance",0.2,2,77,"aitchison",0.07,100
8,"abundance",0.2,2,77,"aitchison_pc0.01",0.07,100
8,"abundance",0.2,2,77,"aitchison_pc0.1",0.07,100
8,"abundance",0.2,2,77,"aitchison_pc1",0.06,100
8,"abundance",0.2,2,77,"bray",0.05,100
8,"abundance",0.2,2,77,"euclidean",0.07,100
8,"abundance",0.2,2,77,"jaccard",0.07,100
8,"abundance",0.25,2,77,"AHC_euclidean",0.14,100
8,"abundance",0.25,2,77,"ILR_euclidean_pc0.01",0.08,100
8,"abundance",0.25,2,77,"ILR_euclidean_pc0.1",0.09,100
8,"abundance",0.25,2,77,"ILR_euclidean_pc0.5",0.07,100
8,"abundance",0.25,2,77,"ILR_euclidean_pc1",0.07,100
8,"abundance",0.25,2,77,"aitchison",0.08,100
8,"abundance",0.25,2,77,"aitchison_pc0.01",0.08,100
8,"abundance",0.25,2,77,"aitchison_pc0.1",0.08,100
8,"abundance",0.25,2,77,"aitchison_pc1",0.07,100
8,"abundance",0.25,2,77,"bray",0.19,100
8,"abundance",0.25,2,77,"euclidean",0.11,100
8,"abundance",0.25,2,77,"jaccard",0.06,100
8,"abundance",0.3,2,77,"AHC_euclidean",0.09,100
8,"abundance",0.3,2,77,"ILR_euclidean_pc0.01",0.05,100
8,"abundance",0.3,2,77,"ILR_euclidean_pc0.1",0.04,100
8,"abundance",0.3,2,77,"ILR_euclidean_pc0.5",0.04,100
8,"abundance",0.3,2,77,"ILR_euclidean_pc1",0.05,100
8,"abundance",0.3,2,77,"aitchison",0.05,100
8,"abundance",0.3,2,77,"aitchison_pc0.01",0.03,100
8,"abundance",0.3,2,77,"aitchison_pc0.1",0.04,100
8,"abundance",0.3,2,77,"aitchison_pc1",0.05,100
8,"abundance",0.3,2,77,"bray",0.15,100
8,"abundance",0.3,2,77,"euclidean",0.14,100
8,"abundance",0.3,2,77,"jaccard",0.07,100
8,"abundance",0.35,2,77,"AHC_euclidean",0.16,100
8,"abundance",0.35,2,77,"ILR_euclidean_pc0.01",0.04,100
8,"abundance",0.35,2,77,"ILR_euclidean_pc0.1",0.04,100
8,"abundance",0.35,2,77,"ILR_euclidean_pc0.5",0.04,100
8,"abundance",0.35,2,77,"ILR_euclidean_pc1",0.05,100
8,"abundance",0.35,2,77,"aitchison",0.05,100
8,"abundance",0.35,2,77,"aitchison_pc0.01",0.04,100
8,"abundance",0.35,2,77,"aitchison_pc0.1",0.04,100
8,"abundance",0.35,2,77,"aitchison_pc1",0.05,100
8,"abundance",0.35,2,77,"bray",0.18,100
8,"abundance",0.35,2,77,"euclidean",0.11,100
8,"abundance",0.35,2,77,"jaccard",0.04,100
8,"abundance",0.4,2,77,"AHC_euclidean",0.22,100
8,"abundance",0.4,2,77,"ILR_euclidean_pc0.01",0.07,100
8,"abundance",0.4,2,77,"ILR_euclidean_pc0.1",0.08,100
8,"abundance",0.4,2,77,"ILR_euclidean_pc0.5",0.09,100
8,"abundance",0.4,2,77,"ILR_euclidean_pc1",0.09,100
8,"abundance",0.4,2,77,"aitchison",0.09,100
8,"abundance",0.4,2,77,"aitchison_pc0.01",0.08,100
8,"abundance",0.4,2,77,"aitchison_pc0.1",0.07,100
8,"abundance",0.4,2,77,"aitchison_pc1",0.1,100
8,"abundance",0.4,2,77,"bray",0.28,100
