"BootstrapIteration","Outcome","WindowEnd","Window","Estimate"
4271,"HRIC distance to personal baseline",60,"Day 1-60",-0.243596929435376
4272,"HRIC alpha diversity",30,"Day 1-30",0.00921603951142914
4272,"HRIC distance to personal baseline",30,"Day 1-30",-0.368849629688339
4272,"HRIC alpha diversity",60,"Day 1-60",0.0084350537330679
4272,"HRIC distance to personal baseline",60,"Day 1-60",-0.253555511878021
4273,"HRIC alpha diversity",30,"Day 1-30",0.00165189392448586
4273,"HRIC distance to personal baseline",30,"Day 1-30",-0.32498508485714
4273,"HRIC alpha diversity",60,"Day 1-60",0.00203468978204305
4273,"HRIC distance to personal baseline",60,"Day 1-60",-0.327207337854104
4274,"HRIC alpha diversity",30,"Day 1-30",0.0192893804747289
4274,"HRIC distance to personal baseline",30,"Day 1-30",-0.337858069371801
4274,"HRIC alpha diversity",60,"Day 1-60",0.0143856905307078
4274,"HRIC distance to personal baseline",60,"Day 1-60",-0.304503609538417
4275,"HRIC alpha diversity",30,"Day 1-30",0.00624437553018895
4275,"HRIC distance to personal baseline",30,"Day 1-30",-0.359163571825219
4275,"HRIC alpha diversity",60,"Day 1-60",0.014139567424221
4275,"HRIC distance to personal baseline",60,"Day 1-60",-0.350261761056859
4276,"HRIC alpha diversity",30,"Day 1-30",0.0271268988504414
4276,"HRIC distance to personal baseline",30,"Day 1-30",-0.450240509507776
4276,"HRIC alpha diversity",60,"Day 1-60",0.026720614639001
4276,"HRIC distance to personal baseline",60,"Day 1-60",-0.447673757914845
4277,"HRIC alpha diversity",30,"Day 1-30",0.0375962168642568
4277,"HRIC distance to personal baseline",30,"Day 1-30",-0.506402136859515
4277,"HRIC alpha diversity",60,"Day 1-60",0.0202845361021143
4277,"HRIC distance to personal baseline",60,"Day 1-60",-0.369733882016343
4278,"HRIC alpha diversity",30,"Day 1-30",0.0201780939177106
4278,"HRIC distance to personal baseline",30,"Day 1-30",-0.473831504180011
4278,"HRIC alpha diversity",60,"Day 1-60",0.0231672067348103
4278,"HRIC distance to personal baseline",60,"Day 1-60",-0.441700529489126
4279,"HRIC alpha diversity",30,"Day 1-30",0.00094622404591239
4279,"HRIC distance to personal baseline",30,"Day 1-30",-0.440659012402953
4279,"HRIC alpha diversity",60,"Day 1-60",0.0107072568148878
4279,"HRIC distance to personal baseline",60,"Day 1-60",-0.454733941821317
4280,"HRIC alpha diversity",30,"Day 1-30",0.0146525983104859
4280,"HRIC distance to personal baseline",30,"Day 1-30",-0.371693816631244
4280,"HRIC alpha diversity",60,"Day 1-60",-0.00077865447391182
4280,"HRIC distance to personal baseline",60,"Day 1-60",-0.193486376431535
4281,"HRIC alpha diversity",30,"Day 1-30",0.0240031447709484
4281,"HRIC distance to personal baseline",30,"Day 1-30",-0.39243190008347
4281,"HRIC alpha diversity",60,"Day 1-60",0.0268007909110863
4281,"HRIC distance to personal baseline",60,"Day 1-60",-0.32002552779255
4282,"HRIC alpha diversity",30,"Day 1-30",0.0140419693434129
4282,"HRIC distance to personal baseline",30,"Day 1-30",-0.558257766539517
4282,"HRIC alpha diversity",60,"Day 1-60",0.010162313786334
4282,"HRIC distance to personal baseline",60,"Day 1-60",-0.512846886870588
4283,"HRIC alpha diversity",30,"Day 1-30",0.0182764314236178
4283,"HRIC distance to personal baseline",30,"Day 1-30",-0.429235816762458
4283,"HRIC alpha diversity",60,"Day 1-60",0.0115843954566835
4283,"HRIC distance to personal baseline",60,"Day 1-60",-0.372013100986756
4284,"HRIC alpha diversity",30,"Day 1-30",0.00264037517164593
4284,"HRIC distance to personal baseline",30,"Day 1-30",-0.307422076211813
4284,"HRIC alpha diversity",60,"Day 1-60",-0.00192416213080842
4284,"HRIC distance to personal baseline",60,"Day 1-60",-0.293017644721244
4285,"HRIC alpha diversity",30,"Day 1-30",0.0291507366373104
4285,"HRIC distance to personal baseline",30,"Day 1-30",-0.623541825801165
4285,"HRIC alpha diversity",60,"Day 1-60",0.0216421394450026
4285,"HRIC distance to personal baseline",60,"Day 1-60",-0.48619421169352
4286,"HRIC alpha diversity",30,"Day 1-30",0.0334960144877366
4286,"HRIC distance to personal baseline",30,"Day 1-30",-0.440446827235797
4286,"HRIC alpha diversity",60,"Day 1-60",0.0149484205296763
4286,"HRIC distance to personal baseline",60,"Day 1-60",-0.305632124734617
4287,"HRIC alpha diversity",30,"Day 1-30",0.00978382227620451
4287,"HRIC distance to personal baseline",30,"Day 1-30",-0.335717900573337
4287,"HRIC alpha diversity",60,"Day 1-60",0.00328095127140176
4287,"HRIC distance to personal baseline",60,"Day 1-60",-0.230301711816651
4288,"HRIC alpha diversity",30,"Day 1-30",0.0262533307616459
4288,"HRIC distance to personal baseline",30,"Day 1-30",-0.505799682751576
4288,"HRIC alpha diversity",60,"Day 1-60",0.0194338762291442
4288,"HRIC distance to personal baseline",60,"Day 1-60",-0.348079610717214
4289,"HRIC alpha diversity",30,"Day 1-30",0.0198603019383984
4289,"HRIC distance to personal baseline",30,"Day 1-30",-0.462479113349769
4289,"HRIC alpha diversity",60,"Day 1-60",0.00654872577237425
4289,"HRIC distance to personal baseline",60,"Day 1-60",-0.255565198014398
4290,"HRIC alpha diversity",30,"Day 1-30",0.0254172548650679
4290,"HRIC distance to personal baseline",30,"Day 1-30",-0.520736271309724
4290,"HRIC alpha diversity",60,"Day 1-60",0.0219322339710626
4290,"HRIC distance to personal baseline",60,"Day 1-60",-0.488063659411331
4291,"HRIC alpha diversity",30,"Day 1-30",0.0182928667529921
4291,"HRIC distance to personal baseline",30,"Day 1-30",-0.472821754337455
4291,"HRIC alpha diversity",60,"Day 1-60",0.00146099770336768
4291,"HRIC distance to personal baseline",60,"Day 1-60",-0.274596799118743
4292,"HRIC alpha diversity",30,"Day 1-30",0.0246399926987156
4292,"HRIC distance to personal baseline",30,"Day 1-30",-0.34573445609299
4292,"HRIC alpha diversity",60,"Day 1-60",0.0264153454460064
4292,"HRIC distance to personal baseline",60,"Day 1-60",-0.370509179668996
4293,"HRIC alpha diversity",30,"Day 1-30",0.0338376952761508
4293,"HRIC distance to personal baseline",30,"Day 1-30",-0.60093299257299
4293,"HRIC alpha diversity",60,"Day 1-60",0.0252515975137516
4293,"HRIC distance to personal baseline",60,"Day 1-60",-0.445026974109387
4294,"HRIC alpha diversity",30,"Day 1-30",0.0180548618985801
4294,"HRIC distance to personal baseline",30,"Day 1-30",-0.299599969863583
4294,"HRIC alpha diversity",60,"Day 1-60",0.00324805976512586
4294,"HRIC distance to personal baseline",60,"Day 1-60",-0.206804331978507
4295,"HRIC alpha diversity",30,"Day 1-30",0.0215400695096508
4295,"HRIC distance to personal baseline",30,"Day 1-30",-0.446871396442919
4295,"HRIC alpha diversity",60,"Day 1-60",0.0207351886534399
4295,"HRIC distance to personal baseline",60,"Day 1-60",-0.370121307772206
4296,"HRIC alpha diversity",30,"Day 1-30",0.0210902276236422
4296,"HRIC distance to personal baseline",30,"Day 1-30",-0.376940337042372
4296,"HRIC alpha diversity",60,"Day 1-60",0.020452459950951
4296,"HRIC distance to personal baseline",60,"Day 1-60",-0.34180722068389
4297,"HRIC alpha diversity",30,"Day 1-30",0.0390981609775654
4297,"HRIC distance to personal baseline",30,"Day 1-30",-0.503464582095645
4297,"HRIC alpha diversity",60,"Day 1-60",0.0232788366857169
4297,"HRIC distance to personal baseline",60,"Day 1-60",-0.37140358285005
4298,"HRIC alpha diversity",30,"Day 1-30",0.0186899523583605
4298,"HRIC distance to personal baseline",30,"Day 1-30",-0.535388348886374
4298,"HRIC alpha diversity",60,"Day 1-60",0.00777602842827697
4298,"HRIC distance to personal baseline",60,"Day 1-60",-0.353714366317693
4299,"HRIC alpha diversity",30,"Day 1-30",0.0202480224046939
4299,"HRIC distance to personal baseline",30,"Day 1-30",-0.349698298807634
4299,"HRIC alpha diversity",60,"Day 1-60",0.0115556073797112
4299,"HRIC distance to personal baseline",60,"Day 1-60",-0.26784724904217
4300,"HRIC alpha diversity",30,"Day 1-30",0.0315559792720771
4300,"HRIC distance to personal baseline",30,"Day 1-30",-0.460658531644882
4300,"HRIC alpha diversity",60,"Day 1-60",0.0196433820294313
4300,"HRIC distance to personal baseline",60,"Day 1-60",-0.290316043386529
4301,"HRIC alpha diversity",30,"Day 1-30",0.0193647888997247
4301,"HRIC distance to personal baseline",30,"Day 1-30",-0.405381610042298
4301,"HRIC alpha diversity",60,"Day 1-60",0.0186484458610022
4301,"HRIC distance to personal baseline",60,"Day 1-60",-0.283462052747973
4302,"HRIC alpha diversity",30,"Day 1-30",0.0168837650018227
4302,"HRIC distance to personal baseline",30,"Day 1-30",-0.41193617053012
4302,"HRIC alpha diversity",60,"Day 1-60",0.0095591119376755
4302,"HRIC distance to personal baseline",60,"Day 1-60",-0.259431184198953
4303,"HRIC alpha diversity",30,"Day 1-30",8.28919412181424e-05
4303,"HRIC distance to personal baseline",30,"Day 1-30",-0.150819356945725
4303,"HRIC alpha diversity",60,"Day 1-60",-0.00334450594902914
4303,"HRIC distance to personal baseline",60,"Day 1-60",-0.0882028258882293
4304,"HRIC alpha diversity",30,"Day 1-30",0.0152457445899908
4304,"HRIC distance to personal baseline",30,"Day 1-30",-0.659979245710566
4304,"HRIC alpha diversity",60,"Day 1-60",0.0141945856692935
4304,"HRIC distance to personal baseline",60,"Day 1-60",-0.616344434452275
4305,"HRIC alpha diversity",30,"Day 1-30",0.000457943873906572
4305,"HRIC distance to personal baseline",30,"Day 1-30",-0.31787428052951
4305,"HRIC alpha diversity",60,"Day 1-60",0.00108191751949154
4305,"HRIC distance to personal baseline",60,"Day 1-60",-0.257576069990091
4306,"HRIC alpha diversity",30,"Day 1-30",0.0258233940008268
4306,"HRIC distance to personal baseline",30,"Day 1-30",-0.509573969135469
4306,"HRIC alpha diversity",60,"Day 1-60",0.0109544129289955
4306,"HRIC distance to personal baseline",60,"Day 1-60",-0.375292519677646
4307,"HRIC alpha diversity",30,"Day 1-30",0.00437691463153911
4307,"HRIC distance to personal baseline",30,"Day 1-30",-0.356782906844901
4307,"HRIC alpha diversity",60,"Day 1-60",0.00588067132046222
4307,"HRIC distance to personal baseline",60,"Day 1-60",-0.414021852737151
4308,"HRIC alpha diversity",30,"Day 1-30",0.00326977368443107
4308,"HRIC distance to personal baseline",30,"Day 1-30",-0.231005401868428
4308,"HRIC alpha diversity",60,"Day 1-60",0.00912561651186807
4308,"HRIC distance to personal baseline",60,"Day 1-60",-0.23466863560116
4309,"HRIC alpha diversity",30,"Day 1-30",0.0204623355100962
4309,"HRIC distance to personal baseline",30,"Day 1-30",-0.419971259386483
4309,"HRIC alpha diversity",60,"Day 1-60",0.0170435217705152
4309,"HRIC distance to personal baseline",60,"Day 1-60",-0.345244687190789
4310,"HRIC alpha diversity",30,"Day 1-30",0.010013251679156
4310,"HRIC distance to personal baseline",30,"Day 1-30",-0.320634211788132
4310,"HRIC alpha diversity",60,"Day 1-60",0.0142744519483228
4310,"HRIC distance to personal baseline",60,"Day 1-60",-0.362242867415362
4311,"HRIC alpha diversity",30,"Day 1-30",0.0309099580622973
4311,"HRIC distance to personal baseline",30,"Day 1-30",-0.513448172572714
4311,"HRIC alpha diversity",60,"Day 1-60",0.0221523351868796
4311,"HRIC distance to personal baseline",60,"Day 1-60",-0.346730283909459
4312,"HRIC alpha diversity",30,"Day 1-30",0.0171302552520801
4312,"HRIC distance to personal baseline",30,"Day 1-30",-0.548547231314862
4312,"HRIC alpha diversity",60,"Day 1-60",0.0097758060726462
4312,"HRIC distance to personal baseline",60,"Day 1-60",-0.441235339338577
4313,"HRIC alpha diversity",30,"Day 1-30",0.0176781280887111
4313,"HRIC distance to personal baseline",30,"Day 1-30",-0.351047683139122
4313,"HRIC alpha diversity",60,"Day 1-60",0.0207861020252814
4313,"HRIC distance to personal baseline",60,"Day 1-60",-0.351262721646963
4314,"HRIC alpha diversity",30,"Day 1-30",0.0117875565413352
4314,"HRIC distance to personal baseline",30,"Day 1-30",-0.455915078385947
4314,"HRIC alpha diversity",60,"Day 1-60",0.000481188833102903
4314,"HRIC distance to personal baseline",60,"Day 1-60",-0.342349504784051
4315,"HRIC alpha diversity",30,"Day 1-30",0.0163618623051385
4315,"HRIC distance to personal baseline",30,"Day 1-30",-0.490191919936578
4315,"HRIC alpha diversity",60,"Day 1-60",0.00776624913609893
4315,"HRIC distance to personal baseline",60,"Day 1-60",-0.425837041841577
4316,"HRIC alpha diversity",30,"Day 1-30",0.0276860402552711
4316,"HRIC distance to personal baseline",30,"Day 1-30",-0.429330038203062
4316,"HRIC alpha diversity",60,"Day 1-60",0.0319559344153005
4316,"HRIC distance to personal baseline",60,"Day 1-60",-0.452995911516241
4317,"HRIC alpha diversity",30,"Day 1-30",0.0189845087064577
4317,"HRIC distance to personal baseline",30,"Day 1-30",-0.406005365911023
4317,"HRIC alpha diversity",60,"Day 1-60",0.019539351429457
4317,"HRIC distance to personal baseline",60,"Day 1-60",-0.306197351025102
4318,"HRIC alpha diversity",30,"Day 1-30",0.0241074337516834
4318,"HRIC distance to personal baseline",30,"Day 1-30",-0.530198929075403
4318,"HRIC alpha diversity",60,"Day 1-60",0.0187094940789882
4318,"HRIC distance to personal baseline",60,"Day 1-60",-0.474745367436646
4319,"HRIC alpha diversity",30,"Day 1-30",0.0251310017033309
4319,"HRIC distance to personal baseline",30,"Day 1-30",-0.47219005167141
4319,"HRIC alpha diversity",60,"Day 1-60",0.0235807302827283
4319,"HRIC distance to personal baseline",60,"Day 1-60",-0.448287536250884
4320,"HRIC alpha diversity",30,"Day 1-30",0.0163887200746569
4320,"HRIC distance to personal baseline",30,"Day 1-30",-0.28927467427676
4320,"HRIC alpha diversity",60,"Day 1-60",0.0158500062065315
4320,"HRIC distance to personal baseline",60,"Day 1-60",-0.274221306552752
4321,"HRIC alpha diversity",30,"Day 1-30",0.00139018670181004
4321,"HRIC distance to personal baseline",30,"Day 1-30",-0.419740738555553
4321,"HRIC alpha diversity",60,"Day 1-60",0.0159024364464681
4321,"HRIC distance to personal baseline",60,"Day 1-60",-0.493477200505342
4322,"HRIC alpha diversity",30,"Day 1-30",0.0218874649567952
4322,"HRIC distance to personal baseline",30,"Day 1-30",-0.291421595665012
4322,"HRIC alpha diversity",60,"Day 1-60",0.0193819012046134
4322,"HRIC distance to personal baseline",60,"Day 1-60",-0.211599316623792
4323,"HRIC alpha diversity",30,"Day 1-30",0.0283212233694532
4323,"HRIC distance to personal baseline",30,"Day 1-30",-0.635791266031278
4323,"HRIC alpha diversity",60,"Day 1-60",0.0147734079590991
4323,"HRIC distance to personal baseline",60,"Day 1-60",-0.486702465472578
4324,"HRIC alpha diversity",30,"Day 1-30",0.0226719493232475
4324,"HRIC distance to personal baseline",30,"Day 1-30",-0.323525350189182
4324,"HRIC alpha diversity",60,"Day 1-60",0.0153267455013352
4324,"HRIC distance to personal baseline",60,"Day 1-60",-0.257491991759218
4325,"HRIC alpha diversity",30,"Day 1-30",0.0123134759664134
4325,"HRIC distance to personal baseline",30,"Day 1-30",-0.336936186541319
4325,"HRIC alpha diversity",60,"Day 1-60",0.00551597055903616
4325,"HRIC distance to personal baseline",60,"Day 1-60",-0.208316531704967
4326,"HRIC alpha diversity",30,"Day 1-30",0.0180485629859183
4326,"HRIC distance to personal baseline",30,"Day 1-30",-0.347669451455065
4326,"HRIC alpha diversity",60,"Day 1-60",0.0108346207924471
4326,"HRIC distance to personal baseline",60,"Day 1-60",-0.293528661657071
4327,"HRIC alpha diversity",30,"Day 1-30",0.0175873618196322
4327,"HRIC distance to personal baseline",30,"Day 1-30",-0.444847592608944
4327,"HRIC alpha diversity",60,"Day 1-60",0.00938948119512538
4327,"HRIC distance to personal baseline",60,"Day 1-60",-0.35478454626719
4328,"HRIC alpha diversity",30,"Day 1-30",0.00958630588659299
4328,"HRIC distance to personal baseline",30,"Day 1-30",-0.372845708232176
4328,"HRIC alpha diversity",60,"Day 1-60",-0.0029541431651624
4328,"HRIC distance to personal baseline",60,"Day 1-60",-0.196157122195168
4329,"HRIC alpha diversity",30,"Day 1-30",0.0160873327693107
4329,"HRIC distance to personal baseline",30,"Day 1-30",-0.47270754756936
4329,"HRIC alpha diversity",60,"Day 1-60",0.0103944350747002
4329,"HRIC distance to personal baseline",60,"Day 1-60",-0.391117196952368
4330,"HRIC alpha diversity",30,"Day 1-30",0.0188625945995032
4330,"HRIC distance to personal baseline",30,"Day 1-30",-0.38859307105461
4330,"HRIC alpha diversity",60,"Day 1-60",0.00586270309684424
4330,"HRIC distance to personal baseline",60,"Day 1-60",-0.241875322478445
4331,"HRIC alpha diversity",30,"Day 1-30",0.0170487532883858
4331,"HRIC distance to personal baseline",30,"Day 1-30",-0.38194428947681
4331,"HRIC alpha diversity",60,"Day 1-60",-0.00375562407854015
4331,"HRIC distance to personal baseline",60,"Day 1-60",-0.20473092758367
4332,"HRIC alpha diversity",30,"Day 1-30",0.0243476186408837
4332,"HRIC distance to personal baseline",30,"Day 1-30",-0.412764131846433
4332,"HRIC alpha diversity",60,"Day 1-60",0.0103268530380946
4332,"HRIC distance to personal baseline",60,"Day 1-60",-0.282930621271576
4333,"HRIC alpha diversity",30,"Day 1-30",0.0168411941225792
4333,"HRIC distance to personal baseline",30,"Day 1-30",-0.599797022440304
4333,"HRIC alpha diversity",60,"Day 1-60",0.00564903439083973
4333,"HRIC distance to personal baseline",60,"Day 1-60",-0.423939437221072
4334,"HRIC alpha diversity",30,"Day 1-30",0.00910636088412741
4334,"HRIC distance to personal baseline",30,"Day 1-30",-0.395847398262668
4334,"HRIC alpha diversity",60,"Day 1-60",0.0133254452495083
4334,"HRIC distance to personal baseline",60,"Day 1-60",-0.337430972189538
4335,"HRIC alpha diversity",30,"Day 1-30",0.0297928495804491
4335,"HRIC distance to personal baseline",30,"Day 1-30",-0.649673251078823
4335,"HRIC alpha diversity",60,"Day 1-60",0.0139561056290453
4335,"HRIC distance to personal baseline",60,"Day 1-60",-0.460926199096719
4336,"HRIC alpha diversity",30,"Day 1-30",0.0196010726939036
4336,"HRIC distance to personal baseline",30,"Day 1-30",-0.332300155045417
4336,"HRIC alpha diversity",60,"Day 1-60",0.0137535071216228
4336,"HRIC distance to personal baseline",60,"Day 1-60",-0.277762871777603
4337,"HRIC alpha diversity",30,"Day 1-30",0.0103194214944903
4337,"HRIC distance to personal baseline",30,"Day 1-30",-0.50046714146698
4337,"HRIC alpha diversity",60,"Day 1-60",0.00889405453495164
4337,"HRIC distance to personal baseline",60,"Day 1-60",-0.452010781808008
4338,"HRIC alpha diversity",30,"Day 1-30",-0.00687060997431586
4338,"HRIC distance to personal baseline",30,"Day 1-30",-0.147624711028871
4338,"HRIC alpha diversity",60,"Day 1-60",-0.00288996170219354
4338,"HRIC distance to personal baseline",60,"Day 1-60",-0.248377158528512
4339,"HRIC alpha diversity",30,"Day 1-30",0.0151482649450854
4339,"HRIC distance to personal baseline",30,"Day 1-30",-0.585150517850355
4339,"HRIC alpha diversity",60,"Day 1-60",0.0078349527031638
4339,"HRIC distance to personal baseline",60,"Day 1-60",-0.410973705699786
4340,"HRIC alpha diversity",30,"Day 1-30",0.0168313104210454
4340,"HRIC distance to personal baseline",30,"Day 1-30",-0.38580266979591
4340,"HRIC alpha diversity",60,"Day 1-60",0.00621680475565011
4340,"HRIC distance to personal baseline",60,"Day 1-60",-0.253680299237544
4341,"HRIC alpha diversity",30,"Day 1-30",0.0202750577058585
4341,"HRIC distance to personal baseline",30,"Day 1-30",-0.274875557803194
4341,"HRIC alpha diversity",60,"Day 1-60",0.0229426364961389
4341,"HRIC distance to personal baseline",60,"Day 1-60",-0.32202257049626
4342,"HRIC alpha diversity",30,"Day 1-30",0.0342539695127153
4342,"HRIC distance to personal baseline",30,"Day 1-30",-0.47684147937146
4342,"HRIC alpha diversity",60,"Day 1-60",0.0233222428576952
4342,"HRIC distance to personal baseline",60,"Day 1-60",-0.343425092438427
4343,"HRIC alpha diversity",30,"Day 1-30",0.0244813503658845
4343,"HRIC distance to personal baseline",30,"Day 1-30",-0.558855425506797
4343,"HRIC alpha diversity",60,"Day 1-60",0.0102679099561714
4343,"HRIC distance to personal baseline",60,"Day 1-60",-0.414129454637013
4344,"HRIC alpha diversity",30,"Day 1-30",0.0380820518603964
4344,"HRIC distance to personal baseline",30,"Day 1-30",-0.514643952870288
4344,"HRIC alpha diversity",60,"Day 1-60",0.0217427495968023
4344,"HRIC distance to personal baseline",60,"Day 1-60",-0.269510612165358
4345,"HRIC alpha diversity",30,"Day 1-30",0.0149159658550166
4345,"HRIC distance to personal baseline",30,"Day 1-30",-0.532226547900424
4345,"HRIC alpha diversity",60,"Day 1-60",0.0113058144030314
4345,"HRIC distance to personal baseline",60,"Day 1-60",-0.438410835938636
4346,"HRIC alpha diversity",30,"Day 1-30",0.0238264718492836
4346,"HRIC distance to personal baseline",30,"Day 1-30",-0.52990703877639
4346,"HRIC alpha diversity",60,"Day 1-60",0.0232160608672372
4346,"HRIC distance to personal baseline",60,"Day 1-60",-0.474924293233111
4347,"HRIC alpha diversity",30,"Day 1-30",0.016825493202313
4347,"HRIC distance to personal baseline",30,"Day 1-30",-0.296600986223102
4347,"HRIC alpha diversity",60,"Day 1-60",0.00726047198099961
4347,"HRIC distance to personal baseline",60,"Day 1-60",-0.215872883041832
4348,"HRIC alpha diversity",30,"Day 1-30",-0.0031855180708449
4348,"HRIC distance to personal baseline",30,"Day 1-30",-0.332896369794285
4348,"HRIC alpha diversity",60,"Day 1-60",-0.0124196493416621
4348,"HRIC distance to personal baseline",60,"Day 1-60",-0.25180202883893
4349,"HRIC alpha diversity",30,"Day 1-30",0.00396942083245654
4349,"HRIC distance to personal baseline",30,"Day 1-30",-0.253811242184038
4349,"HRIC alpha diversity",60,"Day 1-60",0.00369835610755282
4349,"HRIC distance to personal baseline",60,"Day 1-60",-0.230408785154776
4350,"HRIC alpha diversity",30,"Day 1-30",0.0247549026657185
4350,"HRIC distance to personal baseline",30,"Day 1-30",-0.561291161858033
4350,"HRIC alpha diversity",60,"Day 1-60",0.0168847958518845
4350,"HRIC distance to personal baseline",60,"Day 1-60",-0.454891849626716
4351,"HRIC alpha diversity",30,"Day 1-30",0.0134032497841281
4351,"HRIC distance to personal baseline",30,"Day 1-30",-0.575804164987721
4351,"HRIC alpha diversity",60,"Day 1-60",0.0138584416527441
4351,"HRIC distance to personal baseline",60,"Day 1-60",-0.557248507571062
4352,"HRIC alpha diversity",30,"Day 1-30",0.0172419582961595
4352,"HRIC distance to personal baseline",30,"Day 1-30",-0.612910101406928
4352,"HRIC alpha diversity",60,"Day 1-60",0.0152287610653431
4352,"HRIC distance to personal baseline",60,"Day 1-60",-0.552532638662057
4353,"HRIC alpha diversity",30,"Day 1-30",0.0233587467236546
4353,"HRIC distance to personal baseline",30,"Day 1-30",-0.478770670687648
4353,"HRIC alpha diversity",60,"Day 1-60",0.0136159306488676
4353,"HRIC distance to personal baseline",60,"Day 1-60",-0.346734197812497
4354,"HRIC alpha diversity",30,"Day 1-30",0.0197509101365988
4354,"HRIC distance to personal baseline",30,"Day 1-30",-0.462635624403288
4354,"HRIC alpha diversity",60,"Day 1-60",0.00696637684328465
4354,"HRIC distance to personal baseline",60,"Day 1-60",-0.280229671784568
4355,"HRIC alpha diversity",30,"Day 1-30",0.00994569316557517
4355,"HRIC distance to personal baseline",30,"Day 1-30",-0.344249433118276
4355,"HRIC alpha diversity",60,"Day 1-60",0.00572635116818984
4355,"HRIC distance to personal baseline",60,"Day 1-60",-0.286296958446745
4356,"HRIC alpha diversity",30,"Day 1-30",0.0216964230043867
4356,"HRIC distance to personal baseline",30,"Day 1-30",-0.539320191371762
4356,"HRIC alpha diversity",60,"Day 1-60",0.00663239939886984
4356,"HRIC distance to personal baseline",60,"Day 1-60",-0.321313424635275
4357,"HRIC alpha diversity",30,"Day 1-30",0.0256664193311133
4357,"HRIC distance to personal baseline",30,"Day 1-30",-0.455698146253825
4357,"HRIC alpha diversity",60,"Day 1-60",0.010204394609965
4357,"HRIC distance to personal baseline",60,"Day 1-60",-0.294498759269745
4358,"HRIC alpha diversity",30,"Day 1-30",0.0109152196231223
4358,"HRIC distance to personal baseline",30,"Day 1-30",-0.244270179207309
4358,"HRIC alpha diversity",60,"Day 1-60",0.00683253505477227
4358,"HRIC distance to personal baseline",60,"Day 1-60",-0.204389994824626
4359,"HRIC alpha diversity",30,"Day 1-30",0.0197511046933831
4359,"HRIC distance to personal baseline",30,"Day 1-30",-0.546359360903584
4359,"HRIC alpha diversity",60,"Day 1-60",0.00576718601880804
4359,"HRIC distance to personal baseline",60,"Day 1-60",-0.393292519649882
4360,"HRIC alpha diversity",30,"Day 1-30",0.0164292756605712
4360,"HRIC distance to personal baseline",30,"Day 1-30",-0.555487905390808
4360,"HRIC alpha diversity",60,"Day 1-60",-0.000768402118566484
4360,"HRIC distance to personal baseline",60,"Day 1-60",-0.430753630776693
4361,"HRIC alpha diversity",30,"Day 1-30",0.0289788851017468
4361,"HRIC distance to personal baseline",30,"Day 1-30",-0.511348505681599
4361,"HRIC alpha diversity",60,"Day 1-60",0.00424147221239997
4361,"HRIC distance to personal baseline",60,"Day 1-60",-0.273323064868485
4362,"HRIC alpha diversity",30,"Day 1-30",0.00227064238378601
4362,"HRIC distance to personal baseline",30,"Day 1-30",-0.404162244857329
4362,"HRIC alpha diversity",60,"Day 1-60",0.00374331573640669
4362,"HRIC distance to personal baseline",60,"Day 1-60",-0.406548092715203
4363,"HRIC alpha diversity",30,"Day 1-30",0.0288202835042867
4363,"HRIC distance to personal baseline",30,"Day 1-30",-0.376462329493032
4363,"HRIC alpha diversity",60,"Day 1-60",0.031663736296824
4363,"HRIC distance to personal baseline",60,"Day 1-60",-0.303117037420974
4364,"HRIC alpha diversity",30,"Day 1-30",0.00553397466625193
4364,"HRIC distance to personal baseline",30,"Day 1-30",-0.348791900364236
4364,"HRIC alpha diversity",60,"Day 1-60",0.0124620275627906
4364,"HRIC distance to personal baseline",60,"Day 1-60",-0.390443301933972
4365,"HRIC alpha diversity",30,"Day 1-30",0.0235905152310964
4365,"HRIC distance to personal baseline",30,"Day 1-30",-0.51956614788719
4365,"HRIC alpha diversity",60,"Day 1-60",0.0104009067973494
4365,"HRIC distance to personal baseline",60,"Day 1-60",-0.297859280317056
4366,"HRIC alpha diversity",30,"Day 1-30",0.0140405660619334
4366,"HRIC distance to personal baseline",30,"Day 1-30",-0.449760650642339
4366,"HRIC alpha diversity",60,"Day 1-60",0.00602120969256883
4366,"HRIC distance to personal baseline",60,"Day 1-60",-0.347579081522276
4367,"HRIC alpha diversity",30,"Day 1-30",0.0402882830200837
4367,"HRIC distance to personal baseline",30,"Day 1-30",-0.612924429568985
4367,"HRIC alpha diversity",60,"Day 1-60",0.0253491367613322
4367,"HRIC distance to personal baseline",60,"Day 1-60",-0.385819491919313
4368,"HRIC alpha diversity",30,"Day 1-30",0.0311631382734748
4368,"HRIC distance to personal baseline",30,"Day 1-30",-0.465517230005185
4368,"HRIC alpha diversity",60,"Day 1-60",0.0108445942825867
4368,"HRIC distance to personal baseline",60,"Day 1-60",-0.299695897823761
4369,"HRIC alpha diversity",30,"Day 1-30",0.0231287933120053
4369,"HRIC distance to personal baseline",30,"Day 1-30",-0.476099036102522
4369,"HRIC alpha diversity",60,"Day 1-60",0.00888785402161142
4369,"HRIC distance to personal baseline",60,"Day 1-60",-0.284255597672412
4370,"HRIC alpha diversity",30,"Day 1-30",0.0331191253777286
4370,"HRIC distance to personal baseline",30,"Day 1-30",-0.61430995141111
4370,"HRIC alpha diversity",60,"Day 1-60",0.0246352131719834
4370,"HRIC distance to personal baseline",60,"Day 1-60",-0.509846854679137
4371,"HRIC alpha diversity",30,"Day 1-30",0.0158487997615593
