"Taxon","total_count","prevalence_n","prevalence_fraction","mean_relative_abundance","Kingdom","Phylum","Class","Order","Family","Genus"
"KF130229.1.1762",226,79,0.456647398843931,5.59219450273365e-05,"Eukaryota","Haptophyta","Prymnesiophyceae","Prymnesiales","Chrysochromulina","uncultured"
"KF130231.1.1758",58,30,0.173410404624277,1.38928555346581e-05,"Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniphycidae"
"KF130232.1.1747",166,37,0.213872832369942,3.84986804225646e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"KF130236.1.1764",87,49,0.283236994219653,2.27135798394247e-05,"Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniphycidae"
"KF130259.1.1750",467,25,0.144508670520231,0.000108574376222543,"Eukaryota","SAR","Stramenopiles","Ochrophyta","Chrysophyceae","Chromulinales"
"KF130270.1.1754",74,21,0.121387283236994,1.67542392938251e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"KF130285.1.1754",122,36,0.208092485549133,2.84790702532526e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"KF130321.1.1751",86,33,0.190751445086705,2.445267114936e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"KF130322.1.1752",81,36,0.208092485549133,2.05602459501285e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"KF130326.1.1755",241,57,0.329479768786127,6.48810435627187e-05,"Eukaryota","SAR","Stramenopiles","MAST-3","MAST-3A","uncultured"
"KF130332.1.1770",892,48,0.277456647398844,0.00016981537667954,"Eukaryota","SAR","Rhizaria","Retaria","Polycystinea","Spumellaria"
"KF130336.1.1764",52,33,0.190751445086705,1.37417003547827e-05,"Eukaryota","SAR","Alveolata","SCM37C52","uncultured",NA
"KF130338.1.1751",194,47,0.271676300578035,5.45290609477497e-05,"Eukaryota","SAR","Stramenopiles","Ochrophyta","Chrysophyceae","E222"
"KF130347.1.1751",272,45,0.260115606936416,6.27829776508578e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"KF130378.1.1753",103,24,0.138728323699422,2.38418774860317e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"KF130396.1.1761",321,96,0.554913294797688,7.99428763578111e-05,"Eukaryota","Haptophyta","Prymnesiophyceae","Prymnesiales","Chrysoculter","uncultured"
"KF130430.1.1756",81,33,0.190751445086705,2.53527005634613e-05,"Eukaryota","SAR","Rhizaria","Retaria","Polycystinea","Nassellaria"
"KF130443.1.1770",188,30,0.173410404624277,3.88717084353268e-05,"Eukaryota","SAR","Rhizaria","Retaria","Polycystinea","Spumellaria"
"KF130453.1.1760",55,21,0.121387283236994,1.21956577106708e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"KF130455.1.1747",55,30,0.173410404624277,1.30250816956001e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"KF130483.1.1769",103,32,0.184971098265896,2.13586862928745e-05,"Eukaryota","SAR","Rhizaria","Retaria","RAD",NA
"KF130498.1.1767",365,28,0.161849710982659,7.88175509177338e-05,"Eukaryota","SAR","Rhizaria","Retaria","Polycystinea","Spumellaria"
"KF130500.1.1748",66,32,0.184971098265896,1.75229604059029e-05,"Eukaryota","Opisthokonta","Holozoa","Choanoflagellida","Craspedida","uncultured"
"KF130501.1.1757",80,37,0.213872832369942,1.61259256717436e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"KF130502.1.1763",122,38,0.219653179190751,3.49480981006362e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"KF130534.1.1762",95,33,0.190751445086705,2.17725373153006e-05,"Eukaryota","Opisthokonta","Holozoa","Metazoa",NA,NA
"KF130539.1.1759",240,86,0.497109826589595,6.08404010145645e-05,"Eukaryota","Haptophyta","Prymnesiophyceae","Prymnesiales","AI5F14RJ2A07","uncultured"
"KF130552.1.1759",176,70,0.404624277456647,4.52633325591427e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Amoebophrya"
"KF130564.1.1762",271,70,0.404624277456647,6.32069453507053e-05,"Eukaryota","Haptophyta","Prymnesiophyceae","Prymnesiales","OLI51059","uncultured"
"KF130570.1.1768",123,47,0.271676300578035,2.71491137153371e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"KF130582.1.1754",86,38,0.219653179190751,2.24782355234676e-05,"Eukaryota","SAR","Rhizaria","Retaria","Acantharia","Arthracanthida"
"KF130595.1.1743",90,37,0.213872832369942,2.62254532144673e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"KF130611.1.1755",83,40,0.23121387283237,2.45887374256479e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"KF169905.2054.3849",223,35,0.202312138728324,4.52662995281306e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Glarea"
"KF170419.508.2049",108,46,0.265895953757225,2.44010819177058e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"KF170424.460.2002",119,40,0.23121387283237,2.57879842544841e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"KF227616.1.1341",597,23,0.132947976878613,0.000138583650090415,"Bacteria","Nitrospinae","Nitrospinia","Nitrospinales","Nitrospinaceae","uncultured"
"KF227662.1.1345",258,74,0.427745664739884,5.58573891639902e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"KF227664.1.1249",6832,148,0.855491329479769,0.00147427449630214,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","AEGEAN-169"
"KF227728.1.1316",955,125,0.722543352601156,0.000219096689869933,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","AEGEAN-169"
"KF271013.1.1460",571,70,0.404624277456647,0.000150628855768716,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Coxiella"
"KF271044.1.1462",92,40,0.23121387283237,2.24339865530217e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales","uncultured",NA
"KF271137.1.1457",156,35,0.202312138728324,3.84607403290208e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas"
"KF271146.1.1435",860,109,0.630057803468208,0.000215149297518366,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27"
"KF271167.1.1447",207,52,0.300578034682081,6.46692046396277e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas"
"KF271245.1.1426",241,59,0.341040462427746,6.34703212611382e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27"
"KF285522.66013.67582",3566,54,0.312138728323699,0.000864927201162334,"Bacteria","Cyanobacteria","Chloroplast","Ostreococcus",NA,NA
"KF286059.1.1375",303,30,0.173410404624277,6.45509264596433e-05,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"KF417672.1.1575",105,52,0.300578034682081,2.66807947995748e-05,"Eukaryota","SAR","Stramenopiles","Ochrophyta","Diatomea","Bacillariophytina"
"KF463714.1.1258",58,22,0.127167630057803,1.24578738514778e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas"
"KF464574.1.1230",68,32,0.184971098265896,2.01537536889141e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Lacimicrobium"
"KF465462.1.1370",91,21,0.121387283236994,2.74796395040795e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas"
"KF500904.1.1489",54,18,0.104046242774566,1.1090631813337e-05,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter"
"KF501031.582.2283",203,27,0.15606936416185,4.7448634083047e-05,"Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Mamiellophyceae","Mamiellales"
"KF545008.1.1494",99,30,0.173410404624277,2.21966600642373e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas"
"KF560378.1.1388",283,29,0.167630057803468,5.31735017444555e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Aquimarina"
"KF560379.1.1388",5121,75,0.433526011560694,0.00105634391138101,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Mesonia"
"KF596518.1.1448",281,72,0.416184971098266,7.44494341224352e-05,"Bacteria","Cyanobacteria","Chloroplast","uncultured",NA,NA
"KF596522.1.1448",55,25,0.144508670520231,1.44604450603175e-05,"Bacteria","Cyanobacteria","Chloroplast","uncultured",NA,NA
"KF596542.1.1464",219,49,0.283236994219653,6.04934350967042e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS9",NA
"KF596582.1.1456",2491,24,0.138728323699422,0.000608607782313276,"Bacteria","Cyanobacteria","Chloroplast","uncultured",NA,NA
"KF597116.1.1421",87,26,0.15028901734104,1.83176639722613e-05,"Bacteria","Gemmatimonadetes","BD2-11",NA,NA,NA
"KF597122.1.1392",128,22,0.127167630057803,2.79621671634515e-05,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"KF616639.1.1447",282,53,0.30635838150289,7.15039134997412e-05,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","uncultured"
"KF616746.1.1482",86,23,0.132947976878613,1.81030215075361e-05,"Bacteria","Nitrospinae","MD2896-B214","uncultured",NA,NA
"KF620986.1.1798",384,77,0.445086705202312,8.94699119423755e-05,"Eukaryota","Haptophyta","Prymnesiophyceae","Phaeocystis","uncultured",NA
"KF620990.1.1809",4762,98,0.566473988439306,0.00105344639818106,"Eukaryota","Haptophyta","Prymnesiophyceae","Phaeocystis","uncultured",NA
"KF620996.1.1754",12035,103,0.595375722543353,0.00267616487501049,"Eukaryota","Haptophyta","Prymnesiophyceae","Phaeocystis","uncultured",NA
"KF621002.1.1752",90,50,0.289017341040462,2.17025367753981e-05,"Eukaryota","Haptophyta","Prymnesiophyceae","Prymnesiales","OLI16029","uncultured"
"KF621006.1.1798",279,71,0.410404624277457,8.0936080444434e-05,"Eukaryota","Haptophyta","Prymnesiophyceae","Prymnesiales","uncultured",NA
"KF650575.28495.30147",2738,56,0.323699421965318,0.000568908418281231,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Rhynchosporium"
"KF721572.1.1233",404,51,0.294797687861272,9.13796442859809e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Aestuariibacter"
"KF755567.1.1232",83,35,0.202312138728324,2.18851877141284e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Aestuariibacter"
"KF758646.1.1510",174,32,0.184971098265896,5.72773759043922e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","uncultured"
"KF758697.1.1498",250,39,0.225433526011561,6.16949298433805e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio"
"KF758743.1.1505",490,64,0.369942196531792,0.000107103456466716,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Marinobacter"
"KF771466.1.1460",73,26,0.15028901734104,1.52757633099482e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Magnetospira"
"KF771488.1.1529",112,24,0.138728323699422,2.07135822946717e-05,"Bacteria","Verrucomicrobia","OPB35",NA,NA,NA
"KF771496.1.1432",118,48,0.277456647398844,2.71215192127304e-05,"Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"KF771565.1.1469",105,39,0.225433526011561,2.68004372208163e-05,"Bacteria","Lentisphaerae","Lentisphaeria","Lentisphaerales","Lentisphaeraceae","Lentisphaera"
"KF786355.1.1342",549,55,0.317919075144509,0.000128226848277696,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SAR116",NA
"KF786358.1.1342",242,57,0.329479768786127,5.71615598046134e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27"
"KF786377.1.1390",3001,100,0.578034682080925,0.000736667512330069,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Parahaliea"
"KF786393.1.1392",69,30,0.173410404624277,1.86239320204685e-05,"Bacteria","Planctomycetes","Pla3",NA,NA,NA
"KF786409.1.1353",2112,85,0.491329479768786,0.000537699920904322,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","OM75"
"KF786419.1.1408",55,26,0.15028901734104,1.19108921358538e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales","uncultured",NA
"KF786434.1.1359",434,70,0.404624277456647,0.000110088618419169,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27"
"KF786441.1.1406",428,85,0.491329479768786,9.23931028609648e-05,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","uncultured"
"KF786450.1.1357",70,21,0.121387283236994,1.94218224435252e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"KF786460.1.1387",57,18,0.104046242774566,1.75723495391907e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales","uncultured",NA
"KF786473.1.1396",61,39,0.225433526011561,1.69079596998058e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Coxiella"
"KF786478.1.1403",199,59,0.341040462427746,5.13420184349909e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Coxiella"
"KF786479.1.1406",696,92,0.531791907514451,0.00016568707723747,"Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales","uncultured",NA
"KF786489.1.1386",91,49,0.283236994219653,2.28424635938669e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Coxiella"
"KF786502.1.1393",166,55,0.317919075144509,3.90595791488976e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","HTA4","uncultured",NA
"KF786509.1.1394",696,102,0.589595375722543,0.00016910417298776,"Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales","uncultured",NA
"KF786515.1.1397",152,61,0.352601156069364,3.69225622941443e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Coxiella"
"KF786524.1.1340",363,57,0.329479768786127,0.000102511707964463,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27"
"KF786525.1.1366",755,88,0.508670520231214,0.000163270631718234,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27"
"KF786572.1.1319",147,40,0.23121387283237,3.36882079101741e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured"
"KF786576.1.1343",501,88,0.508670520231214,0.000128722915515423,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SAR116",NA
"KF786593.1.1406",523,79,0.456647398843931,0.000128621140250486,"Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales","uncultured",NA
"KF786604.1.1394",81,25,0.144508670520231,2.0880697021274e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","OM182",NA
"KF786609.1.1342",112,43,0.248554913294798,2.72626299859801e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27"
"KF786617.1.1415",153,30,0.173410404624277,3.08404157280836e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","uncultured",NA
"KF786629.1.1356",82,33,0.190751445086705,1.87756813236809e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27"
"KF786635.1.1361",156,67,0.38728323699422,3.64414209303835e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27"
"KF786643.1.1392",75,35,0.202312138728324,1.970676801639e-05,"Bacteria","Bacteroidetes","Bacteroidetes",NA,NA,NA
"KF786659.1.1389",416,46,0.265895953757225,0.000101643251458636,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae","BD1-7"
"KF786714.1.1409",563,74,0.427745664739884,0.000137091759565566,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","uncultured"
"KF786784.1.1376",84,35,0.202312138728324,2.2739704856179e-05,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Blastopirellula"
"KF786788.1.1378",66,30,0.173410404624277,1.7901763377157e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales","uncultured",NA
"KF786801.1.1393",313,28,0.161849710982659,5.07917982214256e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","KI89A",NA,NA
"KF786812.1.1407",101,29,0.167630057803468,2.35673881859999e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales","uncultured",NA
"KF786823.1.1391",103,39,0.225433526011561,2.27574687003987e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","uncultured"
"KF786836.1.1390",135,72,0.416184971098266,3.2291514877566e-05,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured"
"KF786841.1.1390",1246,78,0.450867052023121,0.000281227632238439,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS9",NA
"KF786843.1.1390",430,71,0.410404624277457,0.000116123345535162,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS9",NA
"KF786861.1.1397",510,77,0.445086705202312,0.000112142927458501,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseibacillus"
"KF786887.1.1318",514,91,0.526011560693642,0.000118415596915014,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured"
"KF786896.1.1391",129,46,0.265895953757225,3.2297963872604e-05,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","uncultured"
"KF786904.1.1403",58,28,0.161849710982659,1.35819519066875e-05,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces"
"KF786923.1.1415",613,62,0.358381502890173,0.000141269849273777,"Bacteria","Verrucomicrobia","Opitutae","Puniceicoccales","Puniceicoccaceae","Pelagicoccus"
"KF786935.1.1363",364,90,0.520231213872832,9.4949424254478e-05,"Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","CL500-3"
"KF786939.1.1392",114,41,0.236994219653179,2.43421743753247e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","uncultured"
"KF786952.1.1362",284,57,0.329479768786127,6.37197014315771e-05,"Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","CL500-3"
"KF786954.1.1401",598,95,0.549132947976879,0.00014992186525059,"Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales","uncultured",NA
"KF786968.1.1417",167,51,0.294797687861272,3.78226345430971e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Eel-36e1D6","uncultured"
"KF786972.1.1372",169,50,0.289017341040462,3.65802164061498e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27"
"KF786998.1.1392",1582,85,0.491329479768786,0.000342191088813718,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Parahaliea"
"KF787005.1.1379",836,77,0.445086705202312,0.000210176876220404,"Bacteria","Proteobacteria","JdFBHP3","uncultured",NA,NA
"KF787009.1.1385",57,20,0.115606936416185,1.29245308430789e-05,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Fabibacter"
"KF787027.1.1410",50,29,0.167630057803468,1.15633014994141e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","uncultured",NA
"KF787028.1.1378",175,47,0.271676300578035,4.31717794524841e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales","uncultured",NA
"KF787038.1.1390",186,49,0.283236994219653,4.03524257404115e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Salinirepens"
"KF787043.1.1391",384,86,0.497109826589595,9.9663181441277e-05,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Aureispira"
"KF787046.1.1416",236,55,0.317919075144509,5.37836944220795e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","uncultured",NA
"KF787058.1.1358",319,50,0.289017341040462,7.65054970213664e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27"
"KF787060.1.1401",382,67,0.38728323699422,8.95664263414491e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales","uncultured",NA
"KF787067.1.1433",91,38,0.219653179190751,2.20661881085863e-05,"Bacteria","Planctomycetes","BD7-11","uncultured",NA,NA
"KF798737.1.1464",100,59,0.341040462427746,2.77244263658621e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","uncultured"
"KF798983.1.1462",89,21,0.121387283236994,2.62084275258882e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","LWSR-14","uncultured"
"KF799041.1.1486",353,37,0.213872832369942,9.96204259329276e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","uncultured"
"KF799136.1.1481",928,36,0.208092485549133,0.00034443290715074,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Ulvibacter"
"KF799265.1.1489",411,22,0.127167630057803,0.000125446139041546,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","ML602J-51"
"KF799269.1.1464",145,28,0.161849710982659,4.33097814720653e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"KF799327.1.1456",51,25,0.144508670520231,1.54252203726018e-05,"Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","Synechococcus"
"KF799380.1.1487",1459,53,0.30635838150289,0.000375176026996627,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","uncultured"
"KF799938.1.1449",1656,59,0.341040462427746,0.000392070761140635,"Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","Prochlorococcus"
"KF859631.1.1490",84,29,0.167630057803468,2.0218489310352e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Salegentibacter"
"KF900591.20407.21874",557,29,0.167630057803468,0.000122969098250655,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"KF900929.32589.34054",432,47,0.271676300578035,9.685762829109e-05,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"KF901022.32876.34346",4723,41,0.236994219653179,0.000986588913475587,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"KF906593.1.1483",113,23,0.132947976878613,3.69047572878879e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Winogradskyella"
"KF906598.1.1517",3502,94,0.543352601156069,0.000765107277436102,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Mesonia"
"KF934475.1.1411",216,18,0.104046242774566,7.19397229628572e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia"
"KF954236.1.1472",410,22,0.127167630057803,8.38139065716579e-05,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"KF954237.1.1262",86,22,0.127167630057803,1.77098515938593e-05,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"KF954238.1.1443",1207,33,0.190751445086705,0.000246332855410076,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"KF954245.1.1473",312,24,0.138728323699422,6.22651232246523e-05,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"KF954246.1.1443",59,20,0.115606936416185,1.19720058706425e-05,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"KF954247.1.1442",269,27,0.15606936416185,5.53131339305364e-05,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"KF954252.1.1443",187,36,0.208092485549133,3.76876711760414e-05,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"KF954253.1.1443",536,34,0.196531791907514,0.000113454612179482,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"KF954254.1.1442",113,28,0.161849710982659,2.2800811516801e-05,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"KF954256.1.936",93,27,0.15606936416185,1.90231495263576e-05,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"KF954259.1.1262",493,44,0.254335260115607,9.75959132889665e-05,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"KF954260.1.1444",314,32,0.184971098265896,7.0364207869789e-05,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"KF954261.1.1442",99,29,0.167630057803468,2.06201867904839e-05,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"KF954263.1.1441",220,28,0.161849710982659,4.53875944466827e-05,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"KF954264.1.1263",137,33,0.190751445086705,2.79241916289902e-05,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"KF954270.1.1439",18605,114,0.658959537572254,0.00385709815765552,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"KF954274.1.1439",61,23,0.132947976878613,1.35860580686146e-05,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"KF995197.1.1448",78,44,0.254335260115607,1.89174101739904e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","uncultured","uncultured"
"KJ094107.1.1387",64,22,0.127167630057803,1.71557863887426e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Bizionia"
"KJ094197.1.1387",266,36,0.208092485549133,9.18883258107462e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter"
"KJ159063.1.1419",93,23,0.132947976878613,1.9528955281499e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured"
"KJ176765.1.1466",79,18,0.104046242774566,2.01034780431792e-05,"Bacteria","Verrucomicrobia","Opitutae","Puniceicoccales","Puniceicoccaceae","Coraliomargarita"
"KJ176828.1.1465",1463,67,0.38728323699422,0.000390636707852593,"Bacteria","Verrucomicrobia","Opitutae","Puniceicoccales","Puniceicoccaceae","marine"
"KJ176837.1.1439",515,81,0.468208092485549,0.000137626317855262,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS7",NA
